Instrument,SoldQuantity,BuyAvg,BuyValue,SellAvg,SellValue,NetRealizedPnL,RealisedGLPerc,CloseQuantityAsOnLastDay,BuyAvgOpenPrice,SellAvgPrice,CMP,NetUnrealizedPnL,NetUnrealizedPnlPerc,TotalGL,TotalGLPerc,DayGL,DayGLPerc,AssetType
NIFTY-OPT-24Feb2022-CE-17500-NSE,3600,10.24,36847.75,39.08,140675.5,103827.75,73.81%,0,0,0,0,0,0,103827.75,281.78%,,%,FnO
NIFTY-OPT-24Feb2022-CE-17700-NSE,5400,65.98,356293.93,1.24,6718.67,-349575.25,-98.11%,0,0,0,0,0,0,-349575.25,-98.11%,,%,FnO
NIFTY-OPT-24Feb2022-CE-18000-NSE,1800,365.69,658236.56,383.21,689771.97,31535.41,4.79%,0,0,0,0,0,0,31535.41,4.79%,,%,FnO
NIFTY-OPT-24Feb2022-PE-16000-NSE,5400,84.55,456548.33,97.47,526351.04,69802.71,13.26%,0,0,0,0,0,0,69802.71,15.29%,,%,FnO
NIFTY-OPT-24Feb2022-PE-16950-NSE,5400,187.91,1014720.57,67.19,362811.48,-651909.09,-179.68%,0,0,0,0,0,0,-651909.09,-64.25%,,%,FnO
NIFTY-OPT-24Feb2022-PE-17000-NSE,7200,369.97,2663754.74,332.8,2396128.22,-267626.52,-10.05%,0,0,0,0,0,0,-267626.52,-10.05%,,%,FnO
NIFTY-OPT-24Feb2022-PE-17100-NSE,9000,101.45,913031.48,82.32,740885.49,-172145.99,-18.85%,0,0,0,0,0,0,-172145.99,-18.85%,,%,FnO
NIFTY-OPT-24Feb2022-PE-17350-NSE,3600,200.59,722107.22,264.25,951291.14,229183.92,31.74%,0,0,0,0,0,0,229183.92,31.74%,,%,FnO
NIFTY-OPT-24Feb2022-PE-17400-NSE,5400,261.82,1413800.77,219.56,1185613.92,-228186.84,-19.25%,0,0,0,0,0,0,-228186.84,-16.14%,,%,FnO
NIFTY-OPT-24Jun2021-CE-15000-NSE,4050,299.43,1212691.5,423.86,1716633,503941.5,41.56%,0,0,0,0,0,0,503941.5,41.56%,,%,FnO
NIFTY-OPT-24Jun2021-CE-15600-NSE,2025,145.33,294293.25,78.67,159306.75,-134986.5,-45.87%,0,0,0,0,0,0,-134986.5,-45.87%,,%,FnO
NIFTY-OPT-24Jun2021-CE-15650-NSE,2025,202.37,409799.25,61.69,124922.25,-284877,-228.04%,0,0,0,0,0,0,-284877,-69.52%,,%,FnO
NIFTY-OPT-24Jun2021-CE-15750-NSE,2025,35.16,71199,49.65,100541.25,29342.25,41.21%,0,0,0,0,0,0,29342.25,41.21%,,%,FnO
NIFTY-OPT-24Jun2021-PE-15000-NSE,8100,359.8,2914339.5,168.59,1365538.5,-1548801,-53.14%,0,0,0,0,0,0,-1548801,-53.14%,,%,FnO
NIFTY-OPT-24Jun2021-PE-15400-NSE,2025,9.18,18589.5,52.2,105705,87115.5,82.41%,0,0,0,0,0,0,87115.5,468.63%,,%,FnO
NIFTY-OPT-24Jun2021-PE-15650-NSE,4050,11.39,46129.5,53.71,217505.25,171375.75,78.79%,0,0,0,0,0,0,171375.75,371.51%,,%,FnO
NIFTY-OPT-24Jun2021-PE-15700-NSE,4050,14.18,57408.75,24.46,99063,41654.25,47.84%,0,0,0,0,0,0,41654.25,72.56%,,%,FnO
NIFTY-OPT-24Mar2022-CE-17200-NSE,4600,47.84,220058.96,37.55,172734.63,-47324.33,-21.51%,0,0,0,0,0,0,-47324.33,-21.51%,,%,FnO
NIFTY-OPT-24Mar2022-CE-17300-NSE,4600,213.51,982131.57,132.48,609392.3,-372739.27,-37.95%,0,0,0,0,0,0,-372739.27,-37.95%,,%,FnO
NIFTY-OPT-24Mar2022-CE-17400-NSE,5500,34.45,189465.77,48.84,268593.34,79127.58,41.76%,0,0,0,0,0,0,79127.58,41.76%,,%,FnO
NIFTY-OPT-24Mar2022-CE-17600-NSE,5500,12.34,67845.05,38.5,211771.86,143926.82,67.19%,0,0,0,0,0,0,143926.82,212.14%,,%,FnO
NIFTY-OPT-24Mar2022-PE-16750-NSE,5600,42.88,240138.66,77.41,433503.78,193365.13,44.61%,0,0,0,0,0,0,193365.13,80.52%,,%,FnO
NIFTY-OPT-24Mar2022-PE-17000-NSE,5600,23.14,129573.79,90.52,506903.65,377329.86,-35.99%,0,0,0,0,0,0,377329.86,291.21%,,%,FnO
NIFTY-OPT-24Mar2022-PE-17200-NSE,4600,43.61,200599.58,45.25,208138.03,7538.45,3.62%,0,0,0,0,0,0,7538.45,3.76%,,%,FnO
NIFTY-OPT-24Mar2022-PE-17250-NSE,1800,44.29,79718.83,35.51,63919.76,-15799.07,-19.82%,0,0,0,0,0,0,-15799.07,-19.82%,,%,FnO
NIFTY-OPT-24Mar2022-PE-17300-NSE,5600,197.58,1106455.68,181.76,1017875.92,-88579.76,-8.01%,0,0,0,0,0,0,-88579.76,-8.01%,,%,FnO
NIFTY-OPT-25Nov2021-CE-17400-NSE,1800,115.55,207990,49.9,89820,-118170,-56.82%,0,0,0,0,0,0,-118170,-56.82%,,%,FnO
NIFTY-OPT-25Nov2021-CE-17500-NSE,1800,50.49,90882,39.45,71010,-19872,-27.98%,0,0,0,0,0,0,-19872,-21.87%,,%,FnO
NIFTY-OPT-25Nov2021-CE-18000-NSE,10000,6.5,65000,176.91,1769100,1704100,96.33%,0,0,0,0,0,0,1704100,2621.69%,,%,FnO
NIFTY-OPT-25Nov2021-CE-18100-NSE,1800,251.52,452736,112.42,202356,-250380,-55.30%,0,0,0,0,0,0,-250380,-55.30%,,%,FnO
NIFTY-OPT-25Nov2021-CE-18200-NSE,10000,88.3,883000,0.12,1200,-881800,-99.86%,0,0,0,0,0,0,-881800,-99.86%,,%,FnO
NIFTY-OPT-25Nov2021-CE-18500-NSE,3600,399.89,1439604,67.27,242172,-1197432,-83.18%,0,0,0,0,0,0,-1197432,-83.18%,,%,FnO
NIFTY-OPT-25Nov2021-CE-19200-NSE,5400,15.03,81162,100.23,541224,460062,85.00%,0,0,0,0,0,0,460062,566.84%,,%,FnO
NIFTY-OPT-25Nov2021-PE-17200-NSE,3600,44.91,161676,109.02,392472,230796,58.81%,0,0,0,0,0,0,230796,142.75%,,%,FnO
NIFTY-OPT-25Nov2021-PE-17400-NSE,3600,2.22,7992,29.9,107640,99648,136.59%,0,0,0,0,0,0,99648,1246.85%,,%,FnO
NIFTY-OPT-25Nov2021-PE-17700-NSE,5400,109.53,591462,215.67,1164618,573156,96.91%,0,0,0,0,0,0,573156,96.90%,,%,FnO
NIFTY-OPT-25Nov2021-PE-17750-NSE,50,227.6,11380,133.5,6675,-4705,-70.49%,0,0,0,0,0,0,-4705,-41.34%,,%,FnO
NIFTY-OPT-25Nov2021-PE-17800-NSE,17700,148.65,2631174,238.68,4224718,1593544,60.56%,0,0,0,0,0,0,1593544,60.56%,,%,FnO
NIFTY-OPT-25Nov2021-PE-18000-NSE,10000,456.63,4566300,140.36,1403600,-3162700,-225.33%,0,0,0,0,0,0,-3162700,-69.26%,,%,FnO
NIFTY-OPT-26Aug2021-CE-15800-NSE,6050,292.9,1772064,409.27,2476083.5,704019.5,39.73%,0,0,0,0,0,0,704019.5,39.73%,,%,FnO
NIFTY-OPT-26Aug2021-CE-16200-NSE,6000,454.54,2727240,170.98,1025900,-1701340,-165.84%,0,0,0,0,0,0,-1701340,-62.38%,,%,FnO
NIFTY-OPT-26Aug2021-CE-16500-NSE,4000,85.81,343240,55.53,222120,-121120,-35.29%,0,0,0,0,0,0,-121120,-35.29%,,%,FnO
NIFTY-OPT-26Aug2021-CE-16600-NSE,6000,44.12,264720,44.21,265260,540,0.20%,0,0,0,0,0,0,540,0.20%,,%,FnO
NIFTY-OPT-26Aug2021-PE-15800-NSE,6000,247.93,1487580,47.24,283440,-1204140,-80.95%,0,0,0,0,0,0,-1204140,-80.95%,,%,FnO
NIFTY-OPT-26Aug2021-PE-16200-NSE,6000,17.15,102900,137.86,827140,724240,87.56%,0,0,0,0,0,0,724240,703.83%,,%,FnO
NIFTY-OPT-26Aug2021-PE-16600-NSE,2800,6.18,17304,19.63,54964,37660,217.64%,0,0,0,0,0,0,37660,217.64%,,%,FnO
NIFTY-OPT-27Jan2022-CE-17000-NSE,1800,24.12,43408.23,27.51,49519.2,6110.97,14.08%,0,0,0,0,0,0,6110.97,14.08%,,%,FnO
NIFTY-OPT-27Jan2022-CE-17100-NSE,6000,331.2,1987200,436.89,2621340,634140,31.91%,0,0,0,0,0,0,634140,31.91%,,%,FnO
NIFTY-OPT-27Jan2022-CE-17150-NSE,1800,25.38,45689.32,15.64,28152.93,-17536.39,-38.38%,0,0,0,0,0,0,-17536.39,-38.38%,,%,FnO
NIFTY-OPT-27Jan2022-CE-17300-NSE,3600,71.43,257159.81,21.43,77147.24,-180012.57,-70.00%,0,0,0,0,0,0,-180012.57,-70.00%,,%,FnO
NIFTY-OPT-27Jan2022-CE-17700-NSE,3600,63.7,229304.03,63.41,228261.56,-1042.47,-0.31%,0,0,0,0,0,0,-1042.47,-0.45%,,%,FnO
NIFTY-OPT-27Jan2022-CE-17900-NSE,1800,14.56,26213.99,47.54,85575.57,59361.58,69.37%,0,0,0,0,0,0,59361.58,226.45%,,%,FnO
NIFTY-OPT-27Jan2022-CE-18000-NSE,3600,11.46,41260.64,67.57,243267.44,202006.8,83.04%,0,0,0,0,0,0,202006.8,489.59%,,%,FnO
NIFTY-OPT-27Jan2022-PE-17000-NSE,5400,32.1,173351.53,39.97,215862.51,42510.99,16.09%,0,0,0,0,0,0,42510.99,24.52%,,%,FnO
NIFTY-OPT-27Jan2022-PE-17100-NSE,6000,293.11,1758660,204.79,1228740,-529920,-30.13%,0,0,0,0,0,0,-529920,-30.13%,,%,FnO
NIFTY-OPT-27Jan2022-PE-17300-NSE,1800,208.49,375283.01,324.87,584765.09,209482.08,55.82%,0,0,0,0,0,0,209482.08,55.82%,,%,FnO
NIFTY-OPT-27Jan2022-PE-17400-NSE,1800,195.58,352047.78,409.08,736351.59,384303.81,109.16%,0,0,0,0,0,0,384303.81,109.16%,,%,FnO
NIFTY-OPT-27Jan2022-PE-17600-NSE,1800,595.84,1072520.52,69.47,125041.06,-947479.46,-757.73%,0,0,0,0,0,0,-947479.46,-88.34%,,%,FnO
NIFTY-OPT-27May2021-PE-14400-NSE,6075,50.55,307111.5,95.16,578097,270985.5,46.23%,0,0,0,0,0,0,270985.5,88.24%,,%,FnO
NIFTY-OPT-27May2021-PE-14800-NSE,4125,6.24,25740,35.17,145076.25,119336.25,82.26%,0,0,0,0,0,0,119336.25,463.62%,,%,FnO
NIFTY-OPT-27May2021-PE-15100-NSE,4050,4.39,17779.5,26.13,105826.5,88047,83.20%,0,0,0,0,0,0,88047,495.22%,,%,FnO
NIFTY-OPT-28Oct2021-CE-17600-NSE,6000,319.12,1914720,388.78,2332680,417960,21.83%,0,0,0,0,0,0,417960,21.83%,,%,FnO
NIFTY-OPT-28Oct2021-CE-17800-NSE,9200,252.12,2319462,278.1,2558500,239038,10.31%,0,0,0,0,0,0,239038,10.31%,,%,FnO
NIFTY-OPT-28Oct2021-CE-18100-NSE,1800,211.99,381582,159.42,286956,-94626,-24.80%,0,0,0,0,0,0,-94626,-24.80%,,%,FnO
NIFTY-OPT-28Oct2021-CE-18200-NSE,5400,52.17,281736,55.48,299574,17838,5.95%,0,0,0,0,0,0,17838,6.33%,,%,FnO
NIFTY-OPT-28Oct2021-CE-18400-NSE,5400,34.41,185814,93.14,502956,317142,0.85%,0,0,0,0,0,0,317142,170.68%,,%,FnO
NIFTY-OPT-28Oct2021-CE-18700-NSE,3600,47.24,170064,61.57,221652,51588,30.33%,0,0,0,0,0,0,51588,30.33%,,%,FnO
NIFTY-OPT-28Oct2021-PE-17900-NSE,3600,29.43,105930,58.31,209916,103986,49.54%,0,0,0,0,0,0,103986,98.16%,,%,FnO
NIFTY-OPT-28Oct2021-PE-18100-NSE,1800,96.51,173718,117.55,211590,37872,21.80%,0,0,0,0,0,0,37872,21.80%,,%,FnO
NIFTY-OPT-28Oct2021-PE-18200-NSE,7200,128.72,926748,80.77,581544,-345204,-49.16%,0,0,0,0,0,0,-345204,-37.25%,,%,FnO
NIFTY-OPT-28Oct2021-PE-18400-NSE,1800,260.63,469134,199.37,358866,-110268,-23.50%,0,0,0,0,0,0,-110268,-23.50%,,%,FnO
NIFTY-OPT-29Apr2021-CE-14600-NSE,2025,293.89,595127.25,59.43,120345.75,-474781.5,-394.51%,0,0,0,0,0,0,-474781.5,-79.78%,,%,FnO
NIFTY-OPT-29Apr2021-CE-14900-NSE,2025,62.49,126542.25,137.61,278660.25,152118,120.21%,0,0,0,0,0,0,152118,120.21%,,%,FnO
NIFTY-OPT-29Apr2021-PE-14000-NSE,4050,26.8,108540,166.3,673515,564975,83.88%,0,0,0,0,0,0,564975,520.52%,,%,FnO
NIFTY-OPT-29Apr2021-PE-14100-NSE,2025,15.14,30658.5,109.42,221575.5,190917,86.16%,0,0,0,0,0,0,190917,622.72%,,%,FnO
NIFTY-OPT-29Apr2021-PE-14300-NSE,4050,5.24,21222,31.68,128304,107082,83.46%,0,0,0,0,0,0,107082,504.58%,,%,FnO
NIFTY-OPT-29Apr2021-PE-14500-NSE,2100,362.57,761397,134.6,282660,-478737,-62.88%,0,0,0,0,0,0,-478737,-62.88%,,%,FnO
NIFTY-OPT-29Apr2021-PE-14550-NSE,4050,10.05,40702.5,29.19,118219.5,77517,190.45%,0,0,0,0,0,0,77517,190.45%,,%,FnO
NIFTY-OPT-29Apr2021-PE-14600-NSE,2025,11.78,23854.5,23.33,47243.25,23388.75,98.05%,0,0,0,0,0,0,23388.75,98.05%,,%,FnO
NIFTY-OPT-29Jul2021-CE-15800-NSE,10150,139.79,1418842.5,215.6,2188309.5,769467,33.64%,0,0,0,0,0,0,769467,54.23%,,%,FnO
NIFTY-OPT-29Jul2021-CE-15900-NSE,4100,58.44,239604,6.04,24764,-214840,-89.66%,0,0,0,0,0,0,-214840,-89.66%,,%,FnO
NIFTY-OPT-29Jul2021-PE-15400-NSE,6000,31.25,187500,98.36,590160,402660,68.23%,0,0,0,0,0,0,402660,214.75%,,%,FnO
NIFTY-OPT-29Jul2021-PE-15600-NSE,8000,10.78,86200,48.51,388080,301880,77.79%,0,0,0,0,0,0,301880,350.21%,,%,FnO
NIFTY-OPT-29Jul2021-PE-15700-NSE,3000,208.56,625680,78.76,236280,-389400,-62.24%,0,0,0,0,0,0,-389400,-62.24%,,%,FnO
NIFTY-OPT-29Jul2021-PE-15800-NSE,10050,144.66,1453810.5,210.83,2118810,664999.5,33.35%,0,0,0,0,0,0,664999.5,45.74%,,%,FnO
NIFTY-OPT-29Jul2021-PE-15900-NSE,3000,149.53,448590,102.53,307590,-141000,-31.43%,0,0,0,0,0,0,-141000,-31.43%,,%,FnO
NIFTY-OPT-30Dec2021-CE-17000-NSE,3050,696.8,2125240,381.91,1164825.5,-960414.5,-82.45%,0,0,0,0,0,0,-960414.5,-45.19%,,%,FnO
NIFTY-OPT-30Dec2021-CE-17200-NSE,8550,109.97,940258,240.42,2055615.5,1115357.5,87.71%,0,0,0,0,0,0,1115357.5,118.62%,,%,FnO
NIFTY-OPT-30Dec2021-CE-17500-NSE,2000,19.72,39440,69.57,139140,99700,71.65%,0,0,0,0,0,0,99700,252.79%,,%,FnO
NIFTY-OPT-30Dec2021-PE-16100-NSE,2000,11.66,23320,74.02,148040,124720,84.25%,0,0,0,0,0,0,124720,534.82%,,%,FnO
NIFTY-OPT-30Dec2021-PE-16500-NSE,4050,86.05,348518,41.91,169725.5,-178792.5,-44.28%,0,0,0,0,0,0,-178792.5,-51.30%,,%,FnO
NIFTY-OPT-30Dec2021-PE-16800-NSE,9000,105.79,952125,63.95,575590,-376535,-39.57%,0,0,0,0,0,0,-376535,-39.55%,,%,FnO
NIFTY-OPT-30Dec2021-PE-16950-NSE,4000,74.32,297260,22.84,91360,-205900,-61.06%,0,0,0,0,0,0,-205900,-69.27%,,%,FnO
NIFTY-OPT-30Dec2021-PE-17000-NSE,12550,79.12,992910.5,124.61,1563844,570933.5,-21.15%,0,0,0,0,0,0,570933.5,57.50%,,%,FnO
NIFTY-OPT-30Dec2021-PE-17200-NSE,3000,1.77,5310,26.44,79320,74010,1393.79%,0,0,0,0,0,0,74010,1393.79%,,%,FnO
NIFTY-OPT-30Dec2021-PE-17300-NSE,2500,229.6,574000,564.01,1410025,836025,145.65%,0,0,0,0,0,0,836025,145.65%,,%,FnO
NIFTY-OPT-30Sep2021-CE-16300-NSE,6000,254.04,1524220,494.61,2967660,1443440,94.70%,0,0,0,0,0,0,1443440,94.70%,,%,FnO
NIFTY-OPT-30Sep2021-CE-16700-NSE,6000,238.61,1431660,421.84,2531040,1099380,76.79%,0,0,0,0,0,0,1099380,76.79%,,%,FnO
NIFTY-OPT-30Sep2021-CE-17000-NSE,8900,227.88,2028132,304.71,2711895,683763,41.32%,0,0,0,0,0,0,683763,33.71%,,%,FnO
NIFTY-OPT-30Sep2021-CE-17300-NSE,6000,220.46,1322760,376.89,2261340,938580,70.96%,0,0,0,0,0,0,938580,70.96%,,%,FnO
NIFTY-OPT-30Sep2021-CE-17700-NSE,10400,93.42,971536,45.17,469768,-501768,-44.19%,0,0,0,0,0,0,-501768,-51.65%,,%,FnO
NIFTY-OPT-30Sep2021-CE-17850-NSE,8400,40.4,339332,76.67,644056,304724,57.26%,0,0,0,0,0,0,304724,89.80%,,%,FnO
NIFTY-OPT-30Sep2021-CE-18000-NSE,7100,7.79,55309,48.59,345004,289695,83.97%,0,0,0,0,0,0,289695,523.78%,,%,FnO
NIFTY-OPT-30Sep2021-PE-16000-NSE,6850,72.83,498871,88.91,609012,110141,18.09%,0,0,0,0,0,0,110141,22.08%,,%,FnO
NIFTY-OPT-30Sep2021-PE-16300-NSE,6000,284.05,1704320,132.24,793440,-910880,-53.45%,0,0,0,0,0,0,-910880,-53.45%,,%,FnO
NIFTY-OPT-30Sep2021-PE-16500-NSE,2800,250.62,701736,27.71,77588,-624148,-88.94%,0,0,0,0,0,0,-624148,-88.94%,,%,FnO
NIFTY-OPT-30Sep2021-PE-17000-NSE,10000,90.92,909240,89.32,893200,-16040,-1.15%,0,0,0,0,0,0,-16040,-1.76%,,%,FnO
NIFTY-OPT-30Sep2021-PE-17700-NSE,3800,45.89,174382,48.35,183730,9348,5.36%,0,0,0,0,0,0,9348,5.36%,,%,FnO
NIFTY-OPT-30Sep2021-PE-17850-NSE,2800,95.52,267456,86.5,242200,-25256,-9.44%,0,0,0,0,0,0,-25256,-9.44%,,%,FnO
NIFTY-OPT-31Mar2022-CE-16000-NSE,5400,399.81,2158947.5,981.43,5299699.23,3140751.73,145.48%,0,0,0,0,0,0,3140751.73,145.48%,,%,FnO
NIFTY-OPT-31Mar2022-CE-16600-NSE,5400,649.58,3507712.04,171.42,925662.21,-2582049.82,-278.94%,0,0,0,0,0,0,-2582049.82,-73.61%,,%,FnO
NIFTY-OPT-31Mar2022-CE-17100-NSE,3800,302.86,1150871.33,292.32,1110809.8,-40061.53,-3.42%,0,0,0,0,0,0,-40061.53,-3.48%,,%,FnO
NIFTY-OPT-31Mar2022-CE-17200-NSE,2800,140.55,393528.77,192.38,538660.15,145131.38,36.88%,0,0,0,0,0,0,145131.38,36.88%,,%,FnO
NIFTY-OPT-31Mar2022-CE-17300-NSE,2800,170.57,477583.92,120.46,337287.28,-140296.64,-41.60%,0,0,0,0,0,0,-140296.64,-29.38%,,%,FnO
NIFTY-OPT-31Mar2022-CE-17400-NSE,2800,110.53,309473.61,75.06,210170.65,-99302.96,-47.25%,0,0,0,0,0,0,-99302.96,-32.09%,,%,FnO
NIFTY-OPT-31Mar2022-CE-17500-NSE,2800,16.35,45791.52,28.49,79773.55,33982.03,42.60%,0,0,0,0,0,0,33982.03,74.21%,,%,FnO
NIFTY-OPT-31Mar2022-CE-17550-NSE,1500,3.36,5043.04,32.97,49449.15,44406.11,880.54%,0,0,0,0,0,0,44406.11,880.54%,,%,FnO
NIFTY-OPT-31Mar2022-CE-17600-NSE,8100,14.91,120784.85,21.47,173888.45,53103.6,30.42%,0,0,0,0,0,0,53103.6,43.97%,,%,FnO
NIFTY-OPT-31Mar2022-PE-16000-NSE,6400,29.44,188387.11,108.49,694323.01,505935.9,72.87%,0,0,0,0,0,0,505935.9,268.56%,,%,FnO
NIFTY-OPT-31Mar2022-PE-16800-NSE,2800,13.11,36714.65,34.56,96758.54,60043.89,62.06%,0,0,0,0,0,0,60043.89,163.54%,,%,FnO
NIFTY-OPT-31Mar2022-PE-17000-NSE,1800,417.67,751809.99,129.5,233099.19,-518710.8,-68.99%,0,0,0,0,0,0,-518710.8,-68.99%,,%,FnO
NIFTY-OPT-31Mar2022-PE-17100-NSE,4800,98.66,473574.82,174.46,837410.23,363835.41,52.82%,0,0,0,0,0,0,363835.41,76.83%,,%,FnO
NIFTY-OPT-31Mar2022-PE-17200-NSE,5050,83.22,420243.42,13.67,69053.43,-351189.99,-82.00%,0,0,0,0,0,0,-351189.99,-83.57%,,%,FnO
NIFTY-OPT-31Mar2022-PE-17300-NSE,5600,17.07,95612.4,59.41,332671.22,237058.82,71.26%,0,0,0,0,0,0,237058.82,247.94%,,%,FnO
NIFTY-OPT-31Mar2022-PE-17400-NSE,5600,49.18,275427.66,99.76,558646.23,283218.58,52.23%,0,0,0,0,0,0,283218.58,102.83%,,%,FnO
NIFTY-OPT-31Mar2022-PE-17450-NSE,2000,8.87,17739.06,25.6,51195.65,33456.59,188.60%,0,0,0,0,0,0,33456.59,188.60%,,%,FnO
NIFTY-OPT-31Mar2022-PE-17550-NSE,1000,69.69,69693.19,44.51,44509.11,-25184.08,-56.58%,0,0,0,0,0,0,-25184.08,-36.14%,,%,FnO
NMDC-FUT-24Feb2022-NSE,20100,152.32,3061728.3,152.9,3073213.06,11484.76,0.38%,0,0,0,0,0,0,11484.76,0.38%,,%,FnO
NMDC-FUT-24Jun2021-NSE,53600,183.38,9828900,184.52,9890004,61104,0.62%,0,0,0,0,0,0,61104,0.62%,,%,FnO
NMDC-FUT-27May2021-NSE,20100,201,4040033,202.45,4069245,29212,0.72%,0,0,0,0,0,0,29212,0.72%,,%,FnO
NMDC-FUT-28Oct2021-NSE,20100,141.47,2843547,141.41,2842341,-1206,-0.04%,0,0,0,0,0,0,-1206,-0.04%,,%,FnO
NMDC-FUT-29Jul2021-NSE,13400,186.13,2494142,184.16,2467744,-26398,-1.07%,0,0,0,0,0,0,-26398,-1.06%,,%,FnO
NMDC-OPT-24Feb2022-CE-160-NSE,20100,1.3,26200.25,2.44,49136.44,22936.19,46.68%,0,0,0,0,0,0,22936.19,87.54%,,%,FnO
NMDC-OPT-24Feb2022-PE-150-NSE,20100,3.66,73466.26,3.24,65198.31,-8267.95,-12.68%,0,0,0,0,0,0,-8267.95,-11.25%,,%,FnO
NMDC-OPT-24Jun2021-PE-180-NSE,13400,0.5,6700,2.05,27470,20770,75.61%,0,0,0,0,0,0,20770,310.00%,,%,FnO
NMDC-OPT-27May2021-CE-180-NSE,26800,10.46,280328,11.31,303108,22780,8.13%,0,0,0,0,0,0,22780,8.13%,,%,FnO
NMDC-OPT-27May2021-CE-200-NSE,6700,7.11,47637,6.54,43818,-3819,-8.02%,0,0,0,0,0,0,-3819,-8.02%,,%,FnO
NMDC-OPT-27May2021-PE-180-NSE,13400,6.21,83214,5.94,79596,-3618,-4.35%,0,0,0,0,0,0,-3618,-4.35%,,%,FnO
NMDC-OPT-27May2021-PE-200-NSE,13400,12.01,160934,11.48,153832,-7102,-4.41%,0,0,0,0,0,0,-7102,-4.41%,,%,FnO
NMDC-OPT-30Dec2021-CE-140-NSE,40200,5.26,211452,7.19,289038,77586,36.69%,0,0,0,0,0,0,77586,36.69%,,%,FnO
NMDC-OPT-30Sep2021-CE-145-NSE,20100,4.66,93666,4.84,97284,3618,3.86%,0,0,0,0,0,0,3618,3.86%,,%,FnO
NTPC-FUT-30Sep2021-NSE,22800,112.67,2568876,113.82,2595096,26220,1.02%,0,0,0,0,0,0,26220,1.02%,,%,FnO
NTPC-OPT-28Oct2021-CE-130-NSE,28500,6.31,179835,9.34,266190,86355,48.02%,0,0,0,0,0,0,86355,48.02%,,%,FnO
OBEROIRLTY-OPT-24Feb2022-CE-1000-NSE,3500,40.1,140353.5,39.93,139751.74,-601.76,-0.43%,0,0,0,0,0,0,-601.76,-0.43%,,%,FnO
OBEROIRLTY-OPT-25Nov2021-CE-1000-NSE,3500,52.16,182560,39.88,139580,-42980,-23.54%,0,0,0,0,0,0,-42980,-23.54%,,%,FnO
OFSS-FUT-28Oct2021-NSE,500,4860.89,2430445,4777.84,2388920,-41525,-1.71%,0,0,0,0,0,0,-41525,-1.71%,,%,FnO
OFSS-FUT-30Sep2021-NSE,1000,4815.9,4815900,4698.31,4698310,-117590,-2.44%,0,0,0,0,0,0,-117590,-2.44%,,%,FnO
OFSS-OPT-30Sep2021-CE-4800-NSE,500,28.26,14130,28.24,14120,-10,-0.07%,0,0,0,0,0,0,-10,-0.07%,,%,FnO
OFSS-OPT-30Sep2021-CE-5000-NSE,1000,153.34,153340,53.51,53507.5,-99832.5,-65.11%,0,0,0,0,0,0,-99832.5,-65.11%,,%,FnO
ONGC-FUT-24Jun2021-NSE,23100,114.12,2636172,114.82,2652342,16170,0.61%,0,0,0,0,0,0,16170,0.61%,,%,FnO
ONGC-FUT-25Nov2021-NSE,15400,152.52,2348808,152.86,2354044,5236,0.22%,0,0,0,0,0,0,5236,0.22%,,%,FnO
ONGC-OPT-27May2021-CE-115-NSE,23100,4,92400,3.99,92169,-231,-0.25%,0,0,0,0,0,0,-231,-0.25%,,%,FnO
PEL-FUT-24Feb2022-NSE,1100,2395.47,2635012.18,2459.38,2705316.36,70304.18,2.67%,0,0,0,0,0,0,70304.18,2.67%,,%,FnO
PEL-OPT-26Aug2021-CE-2500-NSE,4400,125.75,553300,131.77,579777,26477,4.80%,0,0,0,0,0,0,26477,4.79%,,%,FnO
PEL-OPT-26Aug2021-PE-2500-NSE,2750,129.4,355839,96.33,264907.5,-90931.5,-25.55%,0,0,0,0,0,0,-90931.5,-25.55%,,%,FnO
PEL-OPT-30Sep2021-CE-2700-NSE,2200,80.22,176484,79.79,175538,-946,-0.54%,0,0,0,0,0,0,-946,-0.54%,,%,FnO
PEL-OPT-31Mar2022-CE-2050-NSE,2200,87.62,192765.55,84.79,186535.4,-6230.15,-3.23%,0,0,0,0,0,0,-6230.15,-3.23%,,%,FnO
PETRONET-OPT-30Sep2021-CE-230-NSE,12000,5.61,67320,6,72000,4680,6.95%,0,0,0,0,0,0,4680,6.95%,,%,FnO
PFC-FUT-24Jun2021-NSE,24800,126.62,3140176,126.47,3136456,-3720,-0.12%,0,0,0,0,0,0,-3720,-0.12%,,%,FnO
PFC-FUT-29Jul2021-NSE,74400,122.04,9079590,123.3,9173148,93558,1.03%,0,0,0,0,0,0,93558,1.03%,,%,FnO
PFC-OPT-26Aug2021-CE-130-NSE,24800,3.31,82088,2.94,72912,-9176,-11.18%,0,0,0,0,0,0,-9176,-11.18%,,%,FnO
PIDILITIND-FUT-24Jun2021-NSE,2000,2147.5,4295000,2149.43,4298860,3860,0.09%,0,0,0,0,0,0,3860,0.09%,,%,FnO
PIDILITIND-FUT-27May2021-NSE,4000,1874.97,7499880,1890.5,7562000,62120,0.83%,0,0,0,0,0,0,62120,0.83%,,%,FnO
PIDILITIND-FUT-29Jul2021-NSE,3000,2136.01,6408020,2148.47,6445420,37400,0.58%,0,0,0,0,0,0,37400,0.58%,,%,FnO
PIDILITIND-OPT-27Jan2022-PE-2700-NSE,2000,58.61,117218.42,48.87,97748,-19470.42,-16.61%,0,0,0,0,0,0,-19470.42,-16.61%,,%,FnO
