,Date,portfolio_values
934,2022-01-10,209543815
935,2022-01-11,209877438
936,2022-01-12,210559234
937,2022-01-13,210221036
938,2022-01-14,208811095
939,2022-01-17,209156929
940,2022-01-18,206534114
941,2022-01-19,203907783
942,2022-01-20,201863668
943,2022-01-21,199387276
944,2022-01-24,195410460
945,2022-01-25,196906306
946,2022-01-27,194608381
947,2022-01-28,195970661
948,2022-01-31,198913010
949,2022-02-01,201822725
950,2022-02-02,203702693
951,2022-02-03,202705090
952,2022-02-04,202427990
953,2022-02-07,197826944
954,2022-02-08,198728810
955,2022-02-09,200398673
956,2022-02-10,201412007
957,2022-02-11,199075366
958,2022-02-14,194873122
959,2022-02-15,198327932
960,2022-02-16,199410513
961,2022-02-17,199406943
962,2022-02-18,198284299
963,2022-02-21,197021791
964,2022-02-22,195678714
965,2022-02-23,195743802
966,2022-02-24,187756960
967,2022-02-25,192542069
968,2022-02-28,193622621
969,2022-03-02,190314856
970,2022-03-03,188554680
971,2022-03-04,187070796
972,2022-03-07,186308371
973,2022-03-08,189865391
974,2022-03-09,193061514
975,2022-03-10,195635273
976,2022-03-11,197741890
977,2022-03-14,198593223
978,2022-03-15,198926915
979,2022-03-16,200772689
980,2022-03-17,204368398
981,2022-03-21,201791891
982,2022-03-22,202007866
983,2022-03-23,201283864
984,2022-03-24,202605887
985,2022-03-25,201260053
986,2022-03-28,201711332
987,2022-03-29,204032040
988,2022-03-30,204361304
989,2022-03-31,204361304
990,2022-04-01,207446641
991,2022-04-04,210367535
992,2022-04-05,212055265
993,2022-04-06,212361562
994,2022-04-07,212351072
995,2022-04-08,213009680
996,2022-04-11,212908404
997,2022-04-12,211672222
998,2022-04-13,211950530
999,2022-04-18,213256922
1000,2022-04-19,209841491
1001,2022-04-20,211952596
1002,2022-04-21,213281078
1003,2022-04-22,209704519
1004,2022-04-25,206189229
1005,2022-04-26,210403759
1006,2022-04-27,208885301
1007,2022-04-28,211448837
1008,2022-04-29,208985299
1009,2022-05-02,208326359
1010,2022-05-04,205602174
1011,2022-05-05,204682869
1012,2022-05-06,203021319
1013,2022-05-09,203407777
1014,2022-05-10,201621510
1015,2022-05-11,201144492
1016,2022-05-12,198385803
1017,2022-05-13,199737863
1018,2022-05-16,199738297
1019,2022-05-17,202812992
1020,2022-05-18,202875790
1021,2022-05-19,198510154
1022,2022-05-20,203805553
1023,2022-05-23,201574573
1024,2022-05-24,199080713
1025,2022-05-25,198531958
1026,2022-05-26,199236787
1027,2022-05-27,199004878
1028,2022-05-30,200551689
1029,2022-05-31,202123980
1030,2022-06-01,199109907
1031,2022-06-02,199988394
1032,2022-06-03,198747366
1033,2022-06-06,199256617
1034,2022-06-07,198489050
1035,2022-06-08,198543666
1036,2022-06-09,200121096
1037,2022-06-10,199605610
1038,2022-06-13,196329341
1039,2022-06-14,195616864
1040,2022-06-15,194971277
1041,2022-06-16,191682161
1042,2022-06-17,188005263
1043,2022-06-20,188553331
1044,2022-06-21,191898514
1045,2022-06-22,190064407
1046,2022-06-23,192773002
1047,2022-06-24,193958813
1048,2022-06-27,195633680
1049,2022-06-28,196671764
1050,2022-06-29,196567381
1051,2022-06-30,195661190
1052,2022-07-01,194309299
1053,2022-07-04,194665524
1054,2022-07-05,195422962
1055,2022-07-06,196416553
