date,PnLPercent,equity,profits,peakEquity,drawDown,drawDownFromPeak
2015-08-24,-6.195055857268243,89.17556313761904,-5.8893227834591215,100.0,-9.63232525655333,-9.63232525655333
2015-09-16,-1.221560394256935,88.08622977697429,-1.0893333606447442,100.0,-10.721658617198074,-10.721658617198074
2016-04-04,2.057283897673031,89.89841359824325,1.8121838212689596,100.0,-8.909474795929114,-8.909474795929114
2016-04-07,0.18440127305448809,90.0641874173742,0.16577381913094769,100.0,-8.743700976798166,-8.743700976798166
2016-06-16,0.8023245558261758,90.78679450902911,0.7226070916549077,100.0,-8.021093885143259,-8.021093885143259
2016-10-24,-0.45316002327958593,90.3753850498972,-0.4114094591319031,100.0,-8.432503344275162,-8.432503344275162
2016-10-26,-0.8797888163173333,89.58027251952448,-0.7951125303727196,100.0,-9.227615874647881,-9.227615874647881
2016-11-16,0.828852314330544,90.32276068148617,0.7424881619616883,100.0,-8.485127712686193,-8.485127712686193
2016-12-13,0.15197339713206637,90.46002724927729,0.1372665677911158,100.0,-8.347861144895077,-8.347861144895077
2017-04-18,-1.9081888880427302,88.73387906118616,-1.7261481880911305,100.0,-10.074009332986208,-10.074009332986208
2017-07-21,0.6352301418087238,89.29754340697892,0.563664345792759,100.0,-9.510344987193449,-9.510344987193449
2017-08-03,0.6530334095808621,89.88068619936148,0.5831427923825601,100.0,-8.927202194810889,-8.927202194810889
2017-10-26,0.013926800924745023,89.89320370359825,0.012517504236768673,100.0,-8.91468469057412,-8.91468469057412
2018-01-03,-1.0521511164444592,88.94739135722315,-0.9458123463750923,100.0,-9.860497036949212,-9.860497036949212
2018-02-06,2.62833424906957,91.28522610791899,2.3378347506958335,100.0,-7.522662286253379,-7.522662286253379
2018-05-09,1.753843271592293,92.88622590397054,1.6009997960515534,100.0,-5.921662490201825,-5.921662490201825
2018-07-05,-4.638846351329984,88.57737660273608,-4.30884930123446,100.0,-10.230511791436285,-10.230511791436285
2018-10-04,-2.4077190325505704,86.44468224773802,-2.1326943549980655,100.0,-12.36320614643435,-12.36320614643435
2018-11-14,-0.5753744260836189,85.94730165337529,-0.4973805943627241,100.0,-12.860586740797075,-12.860586740797075
2018-11-22,-0.4171023542495094,85.58881343476513,-0.35848821861016233,100.0,-13.219074959407237,-13.219074959407237
2018-12-06,-0.5514132833427745,85.11686534843037,-0.4719480863347627,100.0,-13.691023045742,-13.691023045742002
2019-03-07,1.0573838659855055,86.01687734985728,0.9000120014269157,100.0,-12.791011044315084,-12.791011044315084
2019-04-25,1.316676583510648,87.14944143178992,1.1325640819326424,100.0,-11.658446962382442,-11.658446962382442
2019-05-08,-0.9104748487810689,86.35596768670028,-0.7934737450896421,100.0,-12.451920707472084,-12.451920707472084
2019-05-10,-0.24444968767603992,86.14487079340051,-0.21109689329976788,100.0,-12.663017600771852,-12.663017600771854
2019-07-26,-0.15782601910438737,86.00891177316467,-0.13595902023584472,100.0,-12.798976621007697,-12.798976621007697
2019-09-09,-0.6464978164259904,85.4528660366194,-0.556045736545272,100.0,-13.355022357552969,-13.355022357552967
2019-11-11,2.037111738604276,87.19363640162516,1.7407703650057584,100.0,-11.61425199254721,-11.61425199254721
2020-03-11,5.753934438184269,92.21070107444343,5.017064672818279,100.0,-6.597187319728931,-6.597187319728931
2020-04-01,-3.7417332737546003,88.7604225903786,-3.450278484064839,100.0,-10.04746580379377,-10.04746580379377
2020-07-29,-2.0291766744324797,86.95931679904695,-1.8011057913316506,100.0,-11.84857159512542,-11.84857159512542
2020-09-11,2.8680752441186406,89.45337543661512,2.4940586375681733,100.0,-9.354512957557247,-9.354512957557247
2020-09-29,1.776824600395115,91.0428050172567,1.5894295806415784,100.0,-7.765083376915669,-7.765083376915668
2020-10-13,1.2524263944645768,92.18304913755374,1.1402441202970408,100.0,-6.624839256618628,-6.624839256618628
2020-12-17,3.6296987154234293,95.52901608793766,3.345966950383925,100.0,-3.278872306234703,-3.2788723062347027
2021-03-09,-0.6732998835807669,94.88581933383172,-0.6431967541059436,100.0,-3.9220690603406467,-3.9220690603406467
2021-03-16,-2.564510970715237,92.45246208736256,-2.433357246469157,100.0,-6.355426306809804,-6.355426306809804
2021-07-26,-0.5683556521833304,91.92700329350639,-0.5254587938561741,100.0,-6.880885100665978,-6.880885100665977
2021-09-02,-0.48058527055818334,91.48521565601226,-0.4417876374941301,100.0,-7.322672738160108,-7.322672738160108
2021-09-17,2.2853616802455545,93.57598371770477,2.090768061692515,100.0,-5.231904676467593,-5.231904676467593
2021-10-21,0.7342868894586676,94.26309989782585,0.6871161801210803,100.0,-4.544788496346513,-4.544788496346513
2021-11-10,-1.0812529813960885,93.24387731982424,-1.0192225780016173,100.0,-5.56401107434813,-5.56401107434813
2021-12-23,-0.07611234591072041,93.17290721737801,-0.07097010244622481,100.0,-5.634981176794355,-5.634981176794355
2022-03-11,5.196565556756625,98.01469842206508,4.84179120468707,100.0,-0.7931899721072853,-0.7931899721072854
2022-04-20,0.9015123004352221,98.89831298457449,0.8836145625094076,100.0,0.0,0.0
2022-06-02,1.1737057307330454,100.05908815167275,1.1607751670982651,100.05908815167275,0.0,0.0
2022-07-29,2.692250912446321,102.75292986542162,2.693841713748867,102.75292986542162,0.0,0.0
2022-10-06,1.1010676246440243,103.88430910954295,1.1313792441213337,103.88430910954295,0.0,0.0
2022-11-14,-0.24206463426525707,103.63284193663794,-0.2514671729050093,103.88430910954295,-0.2514671729050093,-0.24206463426526192
2023-03-14,-1.5296036543408937,102.0476701992778,-1.5851717373601417,103.88430910954295,-1.836638910265151,-1.7679656591145725
2023-04-05,-2.6823103823012717,99.31043494662602,-2.737235252651786,103.88430910954295,-4.573874162916937,-4.4028537149858895
