,datetime,open,high,low,close,ATMStrPr,currWeek_exp_dt,nextWeek_exp_dt,farWeek_exp_dt,currMonth_exp_dt,nextMonth_exp_dt,farMonth_exp_dt,index_x,CEdate,CEtime,CEopen,CEhigh,CElow,CEclose,CEentryPrice,CEstoploss,CEtarget,CE_SLhit,CE_Tgthit,CEhitstatus,CEexitPrice,CE_MTM,CE_highMTM,CE_maxMTM,CE_lowMTM,CE_minMTM,CE_PnL,index_y,PEopen,PEhigh,PElow,PEclose,PEentryPrice,PEstoploss,PEtarget,PE_SLhit,PE_Tgthit,PEhitstatus,PEexitPrice,PE_MTM,PE_highMTM,PE_maxMTM,PE_lowMTM,PE_minMTM,PE_PnL,CBopen,CBhigh,CBlow,CBclose
15,2020-09-01 09:30:00,24079.4,24170.25,24079.4,24152.25,24200.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:30:00,2020-09-01,09:30,432.15,465.95,432.15,455.05,375.05,450.06,75.00999999999999,1,0,SL_hit,450.06,-80.0,-57.099999999999966,24.94999999999999,-90.89999999999998,-90.89999999999998,-75.00999999999999,2020-09-01 09:30:00,363.0,363.0,326.35,332.5,421.25,505.5,84.24999999999999,0,0,,,88.75,94.89999999999998,94.89999999999998,58.25,-36.80000000000001,,795.15,795.15,792.3,787.55
16,2020-09-01 09:31:00,24157.3,24174.85,24148.1,24165.85,24200.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:31:00,2020-09-01,09:31,457.9,470.0,453.85,462.6,375.05,450.06,75.00999999999999,1,0,SL_hit,450.06,-87.55000000000001,-78.80000000000001,24.94999999999999,-94.94999999999999,-94.94999999999999,-75.00999999999999,2020-09-01 09:31:00,331.25,337.6,319.25,331.45,421.25,505.5,84.24999999999999,0,0,,,89.80000000000001,102.0,102.0,83.64999999999998,-36.80000000000001,,789.15,791.45,789.25,794.05
17,2020-09-01 09:32:00,24164.4,24181.95,24132.6,24181.95,24200.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:32:00,2020-09-01,09:32,461.8,471.8,450.45,471.8,375.05,450.06,75.00999999999999,1,0,SL_hit,450.06,-96.75,-75.39999999999998,24.94999999999999,-96.75,-96.75,-75.00999999999999,2020-09-01 09:32:00,330.75,339.8,322.6,322.6,421.25,505.5,84.24999999999999,0,0,,,98.64999999999998,98.64999999999998,102.0,81.44999999999999,-36.80000000000001,,792.55,794.4000000000001,790.25,794.4000000000001
18,2020-09-01 09:33:00,24188.3,24194.5,24151.45,24180.0,24200.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:33:00,2020-09-01,09:33,470.25,477.95,458.4,472.05,375.05,450.06,75.00999999999999,1,0,SL_hit,450.06,-97.0,-83.34999999999997,24.94999999999999,-102.89999999999998,-102.89999999999998,-75.00999999999999,2020-09-01 09:33:00,318.4,333.5,317.9,326.65,421.25,505.5,84.24999999999999,0,0,,,94.60000000000002,103.35000000000002,103.35000000000002,87.75,-36.80000000000001,,788.65,795.8499999999999,791.9,798.7
19,2020-09-01 09:34:00,24177.5,24199.65,24145.4,24145.4,24100.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:34:00,2020-09-01,09:34,470.0,480.0,456.7,462.7,375.05,450.06,75.00999999999999,1,0,SL_hit,450.06,-87.64999999999998,-81.64999999999998,24.94999999999999,-104.94999999999999,-104.94999999999999,-75.00999999999999,2020-09-01 09:34:00,326.6,337.3,319.2,333.45,421.25,505.5,84.24999999999999,0,0,,,87.80000000000001,102.05000000000001,103.35000000000002,83.94999999999999,-36.80000000000001,,796.6,799.2,794.0,796.15
20,2020-09-01 09:35:00,24145.05,24183.2,24142.6,24162.9,24200.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:35:00,2020-09-01,09:35,460.85,478.35,458.0,470.1,375.05,450.06,75.00999999999999,1,0,SL_hit,450.06,-95.05000000000001,-82.94999999999999,24.94999999999999,-103.30000000000001,-104.94999999999999,-75.00999999999999,2020-09-01 09:35:00,335.8,335.8,319.15,329.7,421.25,505.5,84.24999999999999,0,0,,,91.55000000000001,102.10000000000002,103.35000000000002,85.44999999999999,-36.80000000000001,,796.6500000000001,797.5,793.8,799.8
21,2020-09-01 09:36:00,24161.35,24162.4,24072.45,24077.6,24100.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:36:00,2020-09-01,09:36,464.35,466.75,406.95,420.2,375.05,450.06,75.00999999999999,1,0,SL_hit,450.06,-45.14999999999998,-31.899999999999977,24.94999999999999,-91.69999999999999,-104.94999999999999,-75.00999999999999,2020-09-01 09:36:00,332.85,363.7,331.85,359.65,421.25,505.5,84.24999999999999,0,0,,,61.60000000000002,89.39999999999998,103.35000000000002,57.55000000000001,-36.80000000000001,,797.2,798.6,770.65,779.8499999999999
22,2020-09-01 09:37:00,24076.45,24133.25,24064.65,24133.25,24100.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:37:00,2020-09-01,09:37,416.05,447.3,408.15,447.3,375.05,450.06,75.00999999999999,0,0,,450.06,-72.25,-33.099999999999966,24.94999999999999,-72.25,-104.94999999999999,,2020-09-01 09:37:00,361.1,362.45,330.65,331.55,421.25,505.5,84.24999999999999,0,0,,,89.69999999999999,90.60000000000002,103.35000000000002,58.80000000000001,-36.80000000000001,,777.1500000000001,777.95,770.5999999999999,778.85
23,2020-09-01 09:38:00,24124.25,24125.65,24082.1,24095.65,24100.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:38:00,2020-09-01,09:38,448.65,448.65,422.4,435.35,375.05,450.06,75.00999999999999,0,0,,450.06,-60.30000000000001,-47.349999999999966,24.94999999999999,-73.59999999999997,-104.94999999999999,,2020-09-01 09:38:00,333.0,353.8,333.0,346.65,421.25,505.5,84.24999999999999,0,0,,,74.60000000000002,88.25,103.35000000000002,67.44999999999999,-36.80000000000001,,781.65,781.65,776.2,782.0
24,2020-09-01 09:39:00,24096.5,24097.7,24043.25,24062.5,24100.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:39:00,2020-09-01,09:39,435.75,435.75,405.6,414.95,375.05,450.06,75.00999999999999,0,0,,450.06,-39.89999999999998,-30.55000000000001,24.94999999999999,-60.69999999999999,-104.94999999999999,,2020-09-01 09:39:00,347.15,375.05,347.15,365.45,421.25,505.5,84.24999999999999,0,0,,,55.80000000000001,74.10000000000002,103.35000000000002,46.19999999999999,-36.80000000000001,,782.9,782.9,780.6500000000001,780.4
25,2020-09-01 09:40:00,24063.4,24063.4,23982.05,24007.85,24000.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:40:00,2020-09-01,09:40,418.3,418.3,380.05,393.05,375.05,450.06,75.00999999999999,0,0,,450.06,-18.0,-5.0,24.94999999999999,-43.25,-104.94999999999999,,2020-09-01 09:40:00,364.25,406.75,364.25,390.0,421.25,505.5,84.24999999999999,0,0,,,31.25,57.0,103.35000000000002,14.5,-36.80000000000001,,782.55,786.8,782.55,783.05
26,2020-09-01 09:41:00,24009.55,24080.55,24002.15,24068.5,24100.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:41:00,2020-09-01,09:41,395.45,430.0,393.55,425.75,375.05,450.06,75.00999999999999,0,0,,450.06,-50.69999999999999,-18.5,24.94999999999999,-54.94999999999999,-104.94999999999999,,2020-09-01 09:41:00,388.75,389.35,363.1,366.05,421.25,505.5,84.24999999999999,0,0,,,55.19999999999999,58.14999999999998,103.35000000000002,31.899999999999977,-36.80000000000001,,784.2,793.1,782.9000000000001,791.8
27,2020-09-01 09:42:00,24068.8,24101.2,24063.7,24090.4,24100.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:42:00,2020-09-01,09:42,425.85,438.75,422.1,422.35,375.05,450.06,75.00999999999999,0,0,,450.06,-47.30000000000001,-47.05000000000001,24.94999999999999,-63.69999999999999,-104.94999999999999,,2020-09-01 09:42:00,364.3,364.8,349.9,360.25,421.25,505.5,84.24999999999999,0,0,,,61.0,71.35000000000002,103.35000000000002,56.44999999999999,-36.80000000000001,,790.1500000000001,788.65,786.9000000000001,782.6
28,2020-09-01 09:43:00,24082.9,24126.8,24082.7,24087.55,24100.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:43:00,2020-09-01,09:43,420.9,445.45,417.05,431.5,375.05,450.06,75.00999999999999,0,0,,450.06,-56.44999999999999,-42.0,24.94999999999999,-70.39999999999998,-104.94999999999999,,2020-09-01 09:43:00,359.85,363.2,338.7,351.9,421.25,505.5,84.24999999999999,0,0,,,69.35000000000002,82.55000000000001,103.35000000000002,58.05000000000001,-36.80000000000001,,780.75,784.15,780.25,783.4
29,2020-09-01 09:44:00,24087.05,24098.55,24029.8,24029.8,24000.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:44:00,2020-09-01,09:44,430.1,435.0,403.35,404.7,375.05,450.06,75.00999999999999,0,0,,450.06,-29.649999999999977,-28.30000000000001,24.94999999999999,-59.94999999999999,-104.94999999999999,,2020-09-01 09:44:00,353.1,380.2,347.4,378.1,421.25,505.5,84.24999999999999,0,0,,,43.14999999999998,73.85000000000002,103.35000000000002,41.05000000000001,-36.80000000000001,,783.2,783.55,782.4,782.8
30,2020-09-01 09:45:00,24030.6,24068.0,24027.5,24042.65,24000.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:45:00,2020-09-01,09:45,408.05,427.7,406.2,415.7,375.05,450.06,75.00999999999999,0,0,,450.06,-40.64999999999998,-31.149999999999977,24.94999999999999,-52.64999999999998,-104.94999999999999,,2020-09-01 09:45:00,376.55,377.8,357.0,368.85,421.25,505.5,84.24999999999999,0,0,,,52.39999999999998,64.25,103.35000000000002,43.44999999999999,-36.80000000000001,,784.6,784.7,784.0,784.55
31,2020-09-01 09:46:00,24033.1,24042.4,23946.3,23955.55,24000.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:46:00,2020-09-01,09:46,410.0,418.4,371.65,378.15,375.05,450.06,75.00999999999999,0,0,,450.06,-3.099999999999966,3.400000000000034,24.94999999999999,-43.349999999999966,-104.94999999999999,,2020-09-01 09:46:00,372.65,412.1,370.05,403.95,421.25,505.5,84.24999999999999,0,0,,,17.30000000000001,51.19999999999999,103.35000000000002,9.149999999999977,-36.80000000000001,,782.65,788.45,783.75,782.0999999999999
32,2020-09-01 09:47:00,23963.7,23988.15,23924.7,23933.3,23900.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:47:00,2020-09-01,09:47,381.5,390.05,365.5,371.3,375.05,450.06,75.00999999999999,0,0,,450.06,3.75,9.550000000000011,24.94999999999999,-15.0,-104.94999999999999,,2020-09-01 09:47:00,402.55,424.75,389.4,422.3,421.25,505.5,84.24999999999999,0,0,,,-1.0500000000000114,31.850000000000023,103.35000000000002,-3.5,-36.80000000000001,,784.05,790.25,779.45,793.6
33,2020-09-01 09:48:00,23924.75,23971.05,23924.7,23927.4,23900.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:48:00,2020-09-01,09:48,371.5,389.35,371.15,375.0,375.05,450.06,75.00999999999999,0,0,,450.06,0.05000000000001137,3.900000000000034,24.94999999999999,-14.300000000000011,-104.94999999999999,,2020-09-01 09:48:00,417.0,420.9,395.6,417.7,421.25,505.5,84.24999999999999,0,0,,,3.5500000000000114,25.649999999999977,103.35000000000002,0.35000000000002274,-36.80000000000001,,788.5,792.05,784.95,792.7
34,2020-09-01 09:49:00,23919.9,23923.8,23832.35,23871.75,23900.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:49:00,2020-09-01,09:49,373.7,375.85,316.8,337.2,375.05,450.06,75.00999999999999,0,0,,450.06,37.85000000000002,58.25,58.25,-0.8000000000000114,-104.94999999999999,,2020-09-01 09:49:00,417.4,453.3,415.5,436.45,421.25,505.5,84.24999999999999,0,0,,,-15.199999999999989,5.75,103.35000000000002,-32.05000000000001,-36.80000000000001,,791.0999999999999,791.35,770.1,773.65
35,2020-09-01 09:50:00,23863.2,23922.05,23849.7,23914.05,23900.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:50:00,2020-09-01,09:50,334.5,357.25,332.95,354.2,375.05,450.06,75.00999999999999,0,0,,450.06,20.850000000000023,42.10000000000002,58.25,17.80000000000001,-104.94999999999999,,2020-09-01 09:50:00,437.35,454.65,417.8,423.75,421.25,505.5,84.24999999999999,0,0,,,-2.5,3.4499999999999886,103.35000000000002,-33.39999999999998,-36.80000000000001,,771.85,787.5999999999999,775.05,777.95
36,2020-09-01 09:51:00,23916.05,23916.05,23815.75,23822.0,23800.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:51:00,2020-09-01,09:51,351.9,351.9,319.0,321.55,375.05,450.06,75.00999999999999,0,0,,450.06,53.5,56.05000000000001,58.25,23.150000000000034,-104.94999999999999,,2020-09-01 09:51:00,424.75,482.45,424.75,477.65,421.25,505.5,84.24999999999999,0,0,,,-56.39999999999998,-3.5,103.35000000000002,-61.19999999999999,-61.19999999999999,,776.65,801.45,776.65,799.2
37,2020-09-01 09:52:00,23815.25,23815.25,23739.6,23749.25,23700.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:52:00,2020-09-01,09:52,321.1,321.1,295.35,302.1,375.05,450.06,75.00999999999999,0,0,,450.06,72.94999999999999,79.69999999999999,79.69999999999999,53.94999999999999,-104.94999999999999,,2020-09-01 09:52:00,483.35,515.35,482.2,511.95,421.25,505.5,84.24999999999999,1,0,SL_hit,505.5,-90.69999999999999,-60.94999999999999,103.35000000000002,-94.10000000000002,-94.10000000000002,-84.25,804.45,810.7,803.3,814.05
38,2020-09-01 09:53:00,23744.3,23747.75,23681.0,23725.65,23700.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:53:00,2020-09-01,09:53,302.0,302.0,272.75,291.05,375.05,450.06,75.00999999999999,0,0,,450.06,84.0,102.30000000000001,102.30000000000001,73.05000000000001,-104.94999999999999,,2020-09-01 09:53:00,512.95,559.4,512.95,516.25,421.25,505.5,84.24999999999999,1,0,SL_hit,505.5,-95.0,-91.70000000000005,103.35000000000002,-138.14999999999998,-138.14999999999998,-84.25,814.95,832.15,814.95,807.3
39,2020-09-01 09:54:00,23719.65,23726.45,23671.45,23720.55,23700.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:54:00,2020-09-01,09:54,291.5,298.9,275.05,289.7,375.05,450.06,75.00999999999999,0,0,,450.06,85.35000000000002,100.0,102.30000000000001,76.15000000000003,-104.94999999999999,,2020-09-01 09:54:00,520.7,563.1,517.85,543.95,421.25,505.5,84.24999999999999,1,0,SL_hit,505.5,-122.70000000000005,-96.60000000000002,103.35000000000002,-141.85000000000002,-141.85000000000002,-84.25,812.2,838.1500000000001,816.75,833.6500000000001
40,2020-09-01 09:55:00,23714.75,23714.75,23641.8,23698.25,23700.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:55:00,2020-09-01,09:55,289.8,297.3,276.0,295.55,375.05,450.06,75.00999999999999,0,0,,450.06,79.5,99.05000000000001,102.30000000000001,77.75,-104.94999999999999,,2020-09-01 09:55:00,545.1,585.15,545.1,556.05,421.25,505.5,84.24999999999999,1,0,SL_hit,505.5,-134.79999999999995,-123.85000000000002,103.35000000000002,-163.89999999999998,-163.89999999999998,-84.25,834.9000000000001,861.15,842.4000000000001,851.5999999999999
41,2020-09-01 09:56:00,23692.1,23695.4,23630.45,23656.15,23700.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:56:00,2020-09-01,09:56,294.85,297.75,276.45,283.1,375.05,450.06,75.00999999999999,0,0,,450.06,91.94999999999999,98.60000000000002,102.30000000000001,77.30000000000001,-104.94999999999999,,2020-09-01 09:56:00,556.45,600.0,556.45,584.7,421.25,505.5,84.24999999999999,1,0,SL_hit,505.5,-163.45000000000005,-135.20000000000005,103.35000000000002,-178.75,-178.75,-84.25,851.3000000000001,876.45,854.2,867.8000000000001
42,2020-09-01 09:57:00,23656.5,23740.95,23624.65,23701.85,23700.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:57:00,2020-09-01,09:57,288.5,311.7,273.45,296.35,375.05,450.06,75.00999999999999,0,0,,450.06,78.69999999999999,101.60000000000002,102.30000000000001,63.35000000000002,-104.94999999999999,,2020-09-01 09:57:00,580.0,604.75,530.9,553.5,421.25,505.5,84.24999999999999,1,0,SL_hit,505.5,-132.25,-109.64999999999998,103.35000000000002,-183.5,-183.5,-84.25,868.5,878.2,842.5999999999999,849.85
43,2020-09-01 09:58:00,23699.75,23814.45,23676.6,23807.7,23800.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:58:00,2020-09-01,09:58,297.45,332.4,288.45,323.65,375.05,450.06,75.00999999999999,0,0,,450.06,51.400000000000034,86.60000000000002,102.30000000000001,42.650000000000034,-104.94999999999999,,2020-09-01 09:58:00,558.0,564.85,484.8,484.8,421.25,505.5,84.24999999999999,1,0,SL_hit,505.5,-63.55000000000001,-63.55000000000001,103.35000000000002,-143.60000000000002,-183.5,-84.25,855.45,853.3,817.2,808.45
44,2020-09-01 09:59:00,23803.55,23817.5,23774.7,23805.8,23800.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 09:59:00,2020-09-01,09:59,324.7,328.15,307.4,322.4,375.05,450.06,75.00999999999999,0,0,,450.06,52.650000000000034,67.65000000000003,102.30000000000001,46.900000000000034,-104.94999999999999,,2020-09-01 09:59:00,489.0,507.0,486.0,492.05,421.25,505.5,84.24999999999999,1,0,SL_hit,505.5,-70.80000000000001,-64.75,103.35000000000002,-85.75,-183.5,-84.25,813.7,814.4,814.15,814.45
45,2020-09-01 10:00:00,23801.45,23809.65,23696.15,23729.95,23700.0,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-29,2020-11-26,2020-09-01 10:00:00,2020-09-01,10:00,321.75,325.45,282.4,297.85,375.05,450.06,75.00999999999999,0,0,,450.06,77.19999999999999,92.65000000000003,102.30000000000001,49.60000000000002,-104.94999999999999,,2020-09-01 10:00:00,496.75,562.55,490.8,542.05,421.25,505.5,84.24999999999999,1,0,SL_hit,505.5,-120.79999999999995,-69.55000000000001,103.35000000000002,-141.29999999999995,-183.5,-84.25,818.5,844.9499999999999,816.25,839.9
