datetime,open,high,low,close,ATMStrPr,currWeek_exp_dt,nextWeek_exp_dt,farWeek_exp_dt,currMonth_exp_dt,nextMonth_exp_dt,farMonth_exp_dt
2021-03-18 14:43:00,33816.35,33816.35,33755.85,33755.85,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:44:00,33749.3,33757.9,33712.15,33737.1,33700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:45:00,33736.35,33738.8,33693.45,33725.45,33700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:46:00,33724.7,33738.9,33707.85,33738.9,33700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:47:00,33738.2,33766.9,33712.7,33748.65,33700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:48:00,33744.9,33806.35,33739.8,33800.25,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:49:00,33796.55,33800.7,33765.7,33781.75,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:50:00,33782.15,33827.1,33781.95,33800.35,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:51:00,33802.35,33802.95,33768.05,33789.6,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:52:00,33787.65,33821.35,33779.25,33812.75,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:53:00,33810.95,33812.25,33780.3,33798.3,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:54:00,33798.2,33804.1,33772.8,33799.55,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:55:00,33800.05,33810.5,33774.25,33800.75,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:56:00,33799.65,33828.65,33792.2,33817.55,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:57:00,33818.0,33818.25,33767.75,33771.35,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:58:00,33772.95,33792.4,33768.85,33776.25,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 14:59:00,33775.05,33806.95,33771.15,33788.1,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:00:00,33784.65,33793.3,33740.95,33741.25,33700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:01:00,33737.0,33737.0,33665.35,33687.4,33700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:02:00,33685.0,33726.35,33653.5,33726.3,33700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:03:00,33727.1,33794.2,33724.95,33781.6,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:04:00,33782.45,33784.8,33728.4,33756.45,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:05:00,33752.35,33752.35,33687.95,33740.9,33700.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:06:00,33742.9,33766.55,33735.2,33765.95,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:07:00,33767.85,33781.7,33767.85,33781.7,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:08:00,33782.0,33818.95,33780.6,33797.1,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:09:00,33798.4,33807.6,33795.5,33796.0,33800.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:10:00,33796.6,33855.0,33794.0,33852.75,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:11:00,33848.5,33896.55,33841.2,33894.75,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:12:00,33897.2,33953.75,33897.2,33908.75,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:13:00,33918.2,33925.35,33866.85,33925.35,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:14:00,33925.6,33930.7,33910.1,33928.15,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:15:00,33937.0,33940.4,33922.85,33931.0,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:16:00,33922.15,33928.4,33872.25,33893.45,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:17:00,33894.3,33896.1,33877.65,33890.45,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:18:00,33889.2,33904.3,33881.6,33900.35,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:19:00,33901.2,33941.25,33901.2,33934.15,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:20:00,33932.75,33938.85,33883.3,33895.55,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:21:00,33908.6,33928.0,33867.6,33895.35,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:22:00,33896.0,33896.0,33870.05,33872.4,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:23:00,33874.9,33880.5,33867.3,33874.5,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:24:00,33872.8,33892.15,33872.8,33878.2,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:25:00,33876.15,33876.15,33855.7,33862.1,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:26:00,33861.75,33878.85,33854.8,33878.3,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:27:00,33877.25,33901.65,33871.25,33895.9,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:28:00,33893.35,33917.75,33892.9,33916.35,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
2021-03-18 15:29:00,33925.2,33932.9,33908.1,33909.85,33900.0,2021-03-18,2021-03-25,2021-04-01,2021-03-25,2021-04-29,2021-05-27
